epoch,auc,binary_accuracy,loss,val_auc,val_binary_accuracy,val_loss
52,0.9975404739379883,0.9865125417709351,0.1832009106874466,0.9988165497779846,0.9846153855323792,0.18678870797157288
53,0.9975200891494751,0.9845857620239258,0.17783893644809723,0.9988165497779846,0.9846153855323792,0.18138375878334045
54,0.9980509281158447,0.9884393215179443,0.17097365856170654,0.9992899894714355,0.9846153855323792,0.17523600161075592
55,0.9984890222549438,0.9942196607589722,0.16611699759960175,0.9997633099555969,0.9846153855323792,0.1711989790201187
56,0.9986894726753235,0.9942196607589722,0.15991847217082977,0.999289870262146,0.9846153855323792,0.16412822902202606
57,0.9987118244171143,0.9942196607589722,0.1535622924566269,0.9997633695602417,0.9846153855323792,0.15857388079166412
58,0.9988120198249817,0.9942196607589722,0.14810822904109955,0.9997633099555969,0.9846153855323792,0.1531044840812683
59,0.9990124702453613,0.9942196607589722,0.14269953966140747,0.9997633099555969,0.9846153855323792,0.14785559475421906
60,0.9991721510887146,0.9961464405059814,0.13761258125305176,0.9997633099555969,0.9846153855323792,0.14309996366500854
61,0.9993541240692139,0.9961464405059814,0.1329072117805481,0.9997632503509521,0.9846153855323792,0.13841448724269867
62,0.9995211362838745,0.9961464405059814,0.1282443106174469,0.9997632503509521,0.9846153855323792,0.13393943011760712
63,0.9995694160461426,0.9961464405059814,0.12347356230020523,0.9997632503509521,0.9846153855323792,0.1293182075023651
64,0.9995507597923279,0.9961464405059814,0.11908767372369766,0.9997633099555969,0.9846153855323792,0.12508493661880493
65,0.9995841979980469,0.9961464405059814,0.11491674184799194,1.0,1.0,0.12086015939712524
66,0.9996955394744873,0.9961464405059814,0.11073285341262817,0.9998816251754761,1.0,0.11695002019405365
67,0.9997512698173523,0.9961464405059814,0.10690643638372421,1.0,1.0,0.11281540244817734
68,0.9998106956481934,0.9961464405059814,0.10285027325153351,1.0,1.0,0.1087842658162117
69,0.9998366832733154,0.9961464405059814,0.09894078224897385,1.0,1.0,0.10446225106716156
70,0.9998106956481934,0.9961464405059814,0.09554695338010788,0.9999999403953552,1.0,0.10024722665548325
71,0.9998775124549866,0.9961464405059814,0.09163838624954224,0.9999999403953552,1.0,0.09582873433828354
72,0.999966561794281,0.9980732202529907,0.08800116181373596,1.0,1.0,0.09153152257204056
73,0.9999592304229736,0.9980732202529907,0.08428391814231873,0.9999999403953552,1.0,0.0870143473148346
74,0.9999555349349976,0.9980732202529907,0.08070158958435059,0.9999999403953552,1.0,0.08341410756111145
